n,scenario,run_id,method,noise_sigma,pearson_r,fdr,sca
5,One Free-rider,69,Instructor,12.0,0.502305,1.000000,0.934096
5,One Free-rider,69,CATME,5.0,0.838073,1.000000,0.926755
5,One Free-rider,69,Shapley (clean),0.0,0.922595,1.000000,0.916519
5,One Free-rider,69,Shapley (noisy),4.0,-0.919987,0.000000,0.921416
5,One Free-rider,69,Shapley (noisy),8.0,-0.320085,0.000000,0.678584
5,One Free-rider,69,Shapley (noisy),12.0,-0.138988,0.000000,0.478584
5,One Free-rider,69,Shapley (noisy),16.0,0.544564,0.000000,0.678584
5,One Free-rider,69,Shapley (noisy),20.0,-0.431081,0.000000,0.678584
5,One Free-rider,70,Equal,,0.000000,0.000000,0.684055
5,One Free-rider,70,Peer,8.0,0.954982,1.000000,0.927781
5,One Free-rider,70,Instructor,12.0,0.925007,1.000000,0.913165
5,One Free-rider,70,CATME,5.0,0.944828,1.000000,0.942221
5,One Free-rider,70,Shapley (clean),0.0,0.967447,1.000000,0.993946
5,One Free-rider,70,Shapley (noisy),4.0,-0.406519,0.000000,0.915945
5,One Free-rider,70,Shapley (noisy),8.0,0.224524,0.000000,0.915945
5,One Free-rider,70,Shapley (noisy),12.0,0.318564,0.000000,0.697971
5,One Free-rider,70,Shapley (noisy),16.0,-0.029351,0.000000,0.884055
5,One Free-rider,70,Shapley (noisy),20.0,-0.468532,0.000000,0.884055
5,One Free-rider,71,Equal,,0.000000,0.000000,0.771602
5,One Free-rider,71,Peer,8.0,0.982771,1.000000,0.976781
5,One Free-rider,71,Instructor,12.0,0.943157,1.000000,0.966681
5,One Free-rider,71,CATME,5.0,0.990293,1.000000,0.961022
5,One Free-rider,71,Shapley (clean),0.0,0.977901,1.000000,0.979837
5,One Free-rider,71,Shapley (noisy),4.0,0.023470,0.000000,0.628398
5,One Free-rider,71,Shapley (noisy),8.0,-0.539042,0.000000,0.783544
5,One Free-rider,71,Shapley (noisy),12.0,0.496529,0.000000,0.628398
5,One Free-rider,71,Shapley (noisy),16.0,-0.335740,0.000000,0.971602
5,One Free-rider,71,Shapley (noisy),20.0,-0.023470,0.000000,0.828398
5,One Free-rider,72,Equal,,0.000000,0.000000,0.630767
5,One Free-rider,72,Peer,8.0,0.936583,1.000000,0.965847
5,One Free-rider,72,Instructor,12.0,0.958486,1.000000,0.902973
5,One Free-rider,72,CATME,5.0,0.901843,1.000000,0.976581
5,One Free-rider,72,Shapley (clean),0.0,0.933359,1.000000,0.952594
5,One Free-rider,72,Shapley (noisy),4.0,-0.559226,0.000000,0.969233
5,One Free-rider,72,Shapley (noisy),8.0,0.528152,0.500000,0.832292
5,One Free-rider,72,Shapley (noisy),12.0,-0.047918,0.000000,0.830767
5,One Free-rider,72,Shapley (noisy),16.0,0.577200,0.500000,0.969233
5,One Free-rider,72,Shapley (noisy),20.0,0.848493,0.000000,0.769233
5,One Free-rider,73,Equal,,0.000000,0.000000,0.768041
5,One Free-rider,73,Peer,8.0,0.966305,1.000000,0.996502
5,One Free-rider,73,Instructor,12.0,0.923126,1.000000,0.991842
5,One Free-rider,73,CATME,5.0,0.983217,1.000000,0.967536
5,One Free-rider,73,Shapley (clean),0.0,0.981488,1.000000,0.941803
5,One Free-rider,73,Shapley (noisy),4.0,0.246442,1.000000,0.831959
5,One Free-rider,73,Shapley (noisy),8.0,0.727021,0.000000,0.631959
5,One Free-rider,73,Shapley (noisy),12.0,0.000000,0.000000,0.768041
5,One Free-rider,73,Shapley (noisy),16.0,0.246442,1.000000,0.831959
5,One Free-rider,73,Shapley (noisy),20.0,-0.483328,0.000000,0.831959
5,One Free-rider,74,Equal,,0.000000,0.000000,0.840934
5,One Free-rider,74,Peer,8.0,0.954430,1.000000,0.945249
5,One Free-rider,74,Instructor,12.0,0.952721,1.000000,0.959436
5,One Free-rider,74,CATME,5.0,0.972078,1.000000,0.981091
5,One Free-rider,74,Shapley (clean),0.0,0.992478,1.000000,0.941014
5,One Free-rider,74,Shapley (noisy),4.0,-0.368092,0.000000,0.759066
5,One Free-rider,74,Shapley (noisy),8.0,-0.177957,0.000000,0.959066
5,One Free-rider,74,Shapley (noisy),12.0,0.000000,0.000000,0.840934
5,One Free-rider,74,Shapley (noisy),16.0,-0.577964,0.000000,0.559066
5,One Free-rider,74,Shapley (noisy),20.0,0.120617,0.000000,0.359066
5,One Free-rider,75,Equal,,0.000000,0.000000,0.695971
5,One Free-rider,75,Peer,8.0,0.760693,1.000000,0.886412
5,One Free-rider,75,Instructor,12.0,0.933825,1.000000,0.985669
5,One Free-rider,75,CATME,5.0,0.948297,1.000000,0.952516
5,One Free-rider,75,Shapley (clean),0.0,0.942899,1.000000,0.961390
5,One Free-rider,75,Shapley (noisy),4.0,0.857408,0.000000,0.704029
5,One Free-rider,75,Shapley (noisy),8.0,-0.013448,0.000000,0.904029
5,One Free-rider,75,Shapley (noisy),12.0,0.565669,0.000000,0.704029
5,One Free-rider,75,Shapley (noisy),16.0,0.350563,1.000000,0.904029
5,One Free-rider,75,Shapley (noisy),20.0,-0.013448,0.000000,0.904029
5,One Free-rider,76,Equal,,0.000000,0.000000,0.770004
5,One Free-rider,76,Peer,8.0,0.939299,1.000000,0.954790
5,One Free-rider,76,Instructor,12.0,0.928097,1.000000,0.974222
5,One Free-rider,76,CATME,5.0,0.929633,1.000000,0.926674
5,One Free-rider,76,Shapley (clean),0.0,0.980849,1.000000,0.941626
5,One Free-rider,76,Shapley (noisy),4.0,-0.204826,0.000000,0.429996
5,One Free-rider,76,Shapley (noisy),8.0,-0.546675,0.000000,0.718395
5,One Free-rider,76,Shapley (noisy),12.0,-0.147152,0.000000,0.629996
5,One Free-rider,76,Shapley (noisy),16.0,-0.397270,0.000000,0.829996
5,One Free-rider,76,Shapley (noisy),20.0,0.461952,0.000000,0.429996
5,One Free-rider,77,Equal,,0.000000,0.000000,0.839013
5,One Free-rider,77,Peer,8.0,0.833422,1.000000,0.997029
5,One Free-rider,77,Instructor,12.0,0.844055,1.000000,0.954249
5,One Free-rider,77,CATME,5.0,0.978471,1.000000,0.991987
5,One Free-rider,77,Shapley (clean),0.0,0.996106,1.000000,0.903919
5,One Free-rider,77,Shapley (noisy),4.0,-0.338570,0.000000,0.960987
5,One Free-rider,77,Shapley (noisy),8.0,-0.630439,0.000000,0.760987
5,One Free-rider,77,Shapley (noisy),12.0,0.336438,1.000000,0.760987
5,One Free-rider,77,Shapley (noisy),16.0,0.630439,0.000000,0.560987
5,One Free-rider,77,Shapley (noisy),20.0,-0.336438,0.000000,0.560987
5,One Free-rider,78,Equal,,0.000000,0.000000,0.708061
5,One Free-rider,78,Peer,8.0,0.929184,1.000000,0.933174
5,One Free-rider,78,Instructor,12.0,0.970183,1.000000,0.953831
5,One Free-rider,78,CATME,5.0,0.981904,1.000000,0.987065
5,One Free-rider,78,Shapley (clean),0.0,0.979710,1.000000,0.970589
5,One Free-rider,78,Shapley (noisy),4.0,0.000000,0.000000,0.708061
5,One Free-rider,78,Shapley (noisy),8.0,0.448791,0.000000,0.691939
5,One Free-rider,78,Shapley (noisy),12.0,-0.289223,0.000000,0.691939
5,One Free-rider,78,Shapley (noisy),16.0,-0.195429,0.000000,0.491939
5,One Free-rider,78,Shapley (noisy),20.0,-0.248220,0.000000,0.908061
5,One Free-rider,79,Equal,,0.000000,0.000000,0.797734
5,One Free-rider,79,Peer,8.0,0.950567,1.000000,0.989448
5,One Free-rider,79,Instructor,12.0,0.915652,1.000000,0.998195
5,One Free-rider,79,CATME,5.0,0.983956,1.000000,0.982013
5,One Free-rider,79,Shapley (clean),0.0,0.982854,1.000000,0.961727
5,One Free-rider,79,Shapley (noisy),4.0,-0.933910,0.000000,0.402266
5,One Free-rider,79,Shapley (noisy),8.0,0.495066,1.000000,0.802266
5,One Free-rider,79,Shapley (noisy),12.0,0.425891,0.000000,0.602266
5,One Free-rider,79,Shapley (noisy),16.0,0.084722,0.000000,0.402266
5,One Free-rider,79,Shapley (noisy),20.0,-0.343606,0.000000,0.602266
5,One Free-rider,80,Equal,,0.000000,0.000000,0.746690
5,One Free-rider,80,Peer,8.0,0.692948,0.000000,0.983153
5,One Free-rider,80,Instructor,12.0,0.585243,0.000000,0.893110
5,One Free-rider,80,CATME,5.0,0.933743,1.000000,0.915092
5,One Free-rider,80,Shapley (clean),0.0,0.910709,1.000000,0.895414
5,One Free-rider,80,Shapley (noisy),4.0,0.080551,0.000000,0.653310
5,One Free-rider,80,Shapley (noisy),8.0,0.608564,1.000000,0.768080
5,One Free-rider,80,Shapley (noisy),12.0,-0.188902,1.000000,0.853310
5,One Free-rider,80,Shapley (noisy),16.0,-0.124469,0.000000,0.453310
5,One Free-rider,80,Shapley (noisy),20.0,0.598519,1.000000,0.853310
5,One Free-rider,81,Equal,,0.000000,0.000000,0.795731
5,One Free-rider,81,Peer,8.0,0.996174,1.000000,0.977326
5,One Free-rider,81,Instructor,12.0,0.840643,1.000000,0.987932
5,One Free-rider,81,CATME,5.0,0.973217,1.000000,0.979625
5,One Free-rider,81,Shapley (clean),0.0,0.989239,1.000000,0.990702
5,One Free-rider,81,Shapley (noisy),4.0,-0.976706,0.000000,0.404269
5,One Free-rider,81,Shapley (noisy),8.0,0.428134,0.000000,0.604269
5,One Free-rider,81,Shapley (noisy),12.0,0.000000,0.000000,0.795731
5,One Free-rider,81,Shapley (noisy),16.0,-0.388613,0.000000,0.995731
5,One Free-rider,81,Shapley (noisy),20.0,0.565472,0.000000,0.604269
5,One Free-rider,82,Equal,,0.000000,,0.835240
5,One Free-rider,82,Peer,8.0,0.887271,,0.977893
5,One Free-rider,82,Instructor,12.0,0.746348,,0.983455
5,One Free-rider,82,CATME,5.0,0.804051,,0.940962
5,One Free-rider,82,Shapley (clean),0.0,0.982038,,0.921102
5,One Free-rider,82,Shapley (noisy),4.0,0.010084,,0.564760
5,One Free-rider,82,Shapley (noisy),8.0,-0.429099,,0.364760
5,One Free-rider,82,Shapley (noisy),12.0,-0.895726,,0.764760
5,One Free-rider,82,Shapley (noisy),16.0,-0.441449,,0.964760
5,One Free-rider,82,Shapley (noisy),20.0,-0.010084,,0.764760
5,One Free-rider,83,Equal,,0.000000,0.000000,0.722420
5,One Free-rider,83,Peer,8.0,0.925655,1.000000,0.982988
5,One Free-rider,83,Instructor,12.0,0.920341,1.000000,0.983049
5,One Free-rider,83,CATME,5.0,0.937146,1.000000,0.942440
5,One Free-rider,83,Shapley (clean),0.0,0.945087,1.000000,0.959028
5,One Free-rider,83,Shapley (noisy),4.0,0.337238,1.000000,0.963605
5,One Free-rider,83,Shapley (noisy),8.0,0.232746,1.000000,0.877580
5,One Free-rider,83,Shapley (noisy),12.0,0.153439,0.000000,0.677580
5,One Free-rider,83,Shapley (noisy),16.0,-0.581779,0.000000,0.877580
5,One Free-rider,83,Shapley (noisy),20.0,-0.615401,0.000000,0.922420
5,One Free-rider,84,Equal,,0.000000,0.000000,0.807714
5,One Free-rider,84,Peer,8.0,0.962375,1.000000,0.995174
5,One Free-rider,84,Instructor,12.0,0.846611,1.000000,0.951916
5,One Free-rider,84,CATME,5.0,0.982987,1.000000,0.992599
5,One Free-rider,84,Shapley (clean),0.0,0.986698,1.000000,0.945408
5,One Free-rider,84,Shapley (noisy),4.0,-0.727476,0.000000,0.592286
5,One Free-rider,84,Shapley (noisy),8.0,-0.395318,0.000000,0.992286
5,One Free-rider,84,Shapley (noisy),12.0,0.001254,0.000000,0.992286
5,One Free-rider,84,Shapley (noisy),16.0,-0.752012,0.000000,0.592286
5,One Free-rider,84,Shapley (noisy),20.0,0.404700,0.000000,0.592286
5,One Free-rider,85,Equal,,0.000000,0.000000,0.798763
5,One Free-rider,85,Peer,8.0,0.984967,1.000000,0.942156
5,One Free-rider,85,Instructor,12.0,0.919668,1.000000,0.981317
5,One Free-rider,85,CATME,5.0,0.926357,1.000000,0.966496
5,One Free-rider,85,Shapley (clean),0.0,0.939271,1.000000,0.910870
5,One Free-rider,85,Shapley (noisy),4.0,0.558237,1.000000,0.801237
5,One Free-rider,85,Shapley (noisy),8.0,0.000000,0.000000,0.798763
5,One Free-rider,85,Shapley (noisy),12.0,0.835874,1.000000,0.801237
5,One Free-rider,85,Shapley (noisy),16.0,-0.375210,0.000000,0.801237
5,One Free-rider,85,Shapley (noisy),20.0,0.375210,0.000000,0.601237
5,One Free-rider,86,Equal,,0.000000,0.000000,0.665282
5,One Free-rider,86,Peer,8.0,0.953541,1.000000,0.917331
5,One Free-rider,86,Instructor,12.0,0.967334,1.000000,0.890426
5,One Free-rider,86,CATME,5.0,0.953800,1.000000,0.967675
5,One Free-rider,86,Shapley (clean),0.0,0.969452,1.000000,0.986731
5,One Free-rider,86,Shapley (noisy),4.0,0.340327,0.000000,0.865282
5,One Free-rider,86,Shapley (noisy),8.0,0.340327,0.000000,0.865282
5,One Free-rider,86,Shapley (noisy),12.0,0.000000,0.000000,0.665282
5,One Free-rider,86,Shapley (noisy),16.0,-0.167575,0.000000,0.734718
5,One Free-rider,86,Shapley (noisy),20.0,-0.023273,0.000000,0.534718
5,One Free-rider,87,Equal,,0.000000,,0.807364
5,One Free-rider,87,Peer,8.0,0.897198,,0.937851
5,One Free-rider,87,Instructor,12.0,0.971415,,0.954421
5,One Free-rider,87,CATME,5.0,0.955283,,0.995758
5,One Free-rider,87,Shapley (clean),0.0,0.966311,,0.913855
5,One Free-rider,87,Shapley (noisy),4.0,0.335133,,0.992636
5,One Free-rider,87,Shapley (noisy),8.0,-0.238437,,0.592636
5,One Free-rider,87,Shapley (noisy),12.0,-0.821819,,0.592636
5,One Free-rider,87,Shapley (noisy),16.0,-0.647450,,0.602112
5,One Free-rider,87,Shapley (noisy),20.0,-0.905562,,0.792636
5,One Free-rider,88,Equal,,0.000000,0.000000,0.654679
5,One Free-rider,88,Peer,8.0,0.910450,1.000000,0.910537
5,One Free-rider,88,Instructor,12.0,0.996831,1.000000,0.867830
5,One Free-rider,88,CATME,5.0,0.932642,1.000000,0.978038
5,One Free-rider,88,Shapley (clean),0.0,0.970263,1.000000,0.915783
5,One Free-rider,88,Shapley (noisy),4.0,0.869516,1.000000,0.945321
5,One Free-rider,88,Shapley (noisy),8.0,-0.869516,0.000000,0.745321
5,One Free-rider,88,Shapley (noisy),12.0,0.051911,1.000000,0.945321
5,One Free-rider,88,Shapley (noisy),16.0,0.121274,0.000000,0.745321
5,One Free-rider,88,Shapley (noisy),20.0,-0.598933,0.000000,0.854679
5,One Free-rider,89,Equal,,0.000000,0.000000,0.854485
5,One Free-rider,89,Peer,8.0,0.907254,1.000000,0.965819
5,One Free-rider,89,Instructor,12.0,0.823415,1.000000,0.985113
5,One Free-rider,89,CATME,5.0,0.935553,1.000000,0.995437
5,One Free-rider,89,Shapley (clean),0.0,0.961260,1.000000,0.928859
5,One Free-rider,89,Shapley (noisy),4.0,-0.014123,0.000000,0.345515
5,One Free-rider,89,Shapley (noisy),8.0,-0.235076,0.000000,0.745515
5,One Free-rider,89,Shapley (noisy),12.0,0.838876,1.000000,0.713611
5,One Free-rider,89,Shapley (noisy),16.0,-0.235076,0.000000,0.745515
5,One Free-rider,89,Shapley (noisy),20.0,-0.338166,0.000000,0.745515
5,One Free-rider,90,Equal,,0.000000,0.000000,0.719268
5,One Free-rider,90,Peer,8.0,0.960980,1.000000,0.972049
5,One Free-rider,90,Instructor,12.0,0.882308,1.000000,0.985173
5,One Free-rider,90,CATME,5.0,0.982292,1.000000,0.953239
5,One Free-rider,90,Shapley (clean),0.0,0.969842,1.000000,0.974800
5,One Free-rider,90,Shapley (noisy),4.0,0.244097,1.000000,0.880732
5,One Free-rider,90,Shapley (noisy),8.0,-0.579573,0.000000,0.919268
5,One Free-rider,90,Shapley (noisy),12.0,-0.244097,0.000000,0.680732
5,One Free-rider,90,Shapley (noisy),16.0,-0.740483,0.000000,0.870856
5,One Free-rider,90,Shapley (noisy),20.0,-0.473462,0.000000,0.880732
5,One Free-rider,91,Equal,,0.000000,0.000000,0.724919
5,One Free-rider,91,Peer,8.0,0.819629,1.000000,0.961403
5,One Free-rider,91,Instructor,12.0,0.706180,1.000000,0.983439
5,One Free-rider,91,CATME,5.0,0.872279,1.000000,0.978819
5,One Free-rider,91,Shapley (clean),0.0,0.943092,1.000000,0.993793
5,One Free-rider,91,Shapley (noisy),4.0,0.529711,0.000000,0.675081
5,One Free-rider,91,Shapley (noisy),8.0,0.702432,0.000000,0.475081
5,One Free-rider,91,Shapley (noisy),12.0,-0.556264,0.000000,0.875081
5,One Free-rider,91,Shapley (noisy),16.0,-0.113312,0.000000,0.675081
5,One Free-rider,91,Shapley (noisy),20.0,0.061092,0.000000,0.875081
5,One Free-rider,92,Equal,,0.000000,0.000000,0.733380
5,One Free-rider,92,Peer,8.0,0.968764,1.000000,0.971728
5,One Free-rider,92,Instructor,12.0,0.990780,1.000000,0.999225
5,One Free-rider,92,CATME,5.0,0.972758,1.000000,0.968793
5,One Free-rider,92,Shapley (clean),0.0,0.970809,1.000000,0.967174
5,One Free-rider,92,Shapley (noisy),4.0,0.338756,1.000000,0.866620
5,One Free-rider,92,Shapley (noisy),8.0,0.810436,1.000000,0.866620
5,One Free-rider,92,Shapley (noisy),12.0,0.616906,1.000000,0.866620
5,One Free-rider,92,Shapley (noisy),16.0,0.810436,1.000000,0.866620
5,One Free-rider,92,Shapley (noisy),20.0,0.085761,0.000000,0.666620
5,One Free-rider,93,Equal,,0.000000,0.000000,0.752388
5,One Free-rider,93,Peer,8.0,0.995824,1.000000,0.992089
5,One Free-rider,93,Instructor,12.0,0.922298,1.000000,0.914677
5,One Free-rider,93,CATME,5.0,0.998803,1.000000,0.967855
5,One Free-rider,93,Shapley (clean),0.0,0.969516,1.000000,0.952388
5,One Free-rider,93,Shapley (noisy),4.0,-0.468565,0.000000,0.989651
5,One Free-rider,93,Shapley (noisy),8.0,-0.406630,0.000000,0.847612
5,One Free-rider,93,Shapley (noisy),12.0,-0.611883,0.000000,0.847612
5,One Free-rider,93,Shapley (noisy),16.0,0.000000,0.000000,0.752388
5,One Free-rider,93,Shapley (noisy),20.0,-0.151462,0.000000,0.952388
5,One Free-rider,94,Equal,,0.000000,0.000000,0.618478
5,One Free-rider,94,Peer,8.0,0.956879,1.000000,0.952569
5,One Free-rider,94,Instructor,12.0,0.987915,1.000000,0.973366
5,One Free-rider,94,CATME,5.0,0.954654,1.000000,0.920157
5,One Free-rider,94,Shapley (clean),0.0,0.949902,1.000000,0.981522
5,One Free-rider,94,Shapley (noisy),4.0,0.843559,0.000000,0.781522
5,One Free-rider,94,Shapley (noisy),8.0,0.551687,0.000000,0.729213
5,One Free-rider,94,Shapley (noisy),12.0,-0.114565,0.000000,0.781522
5,One Free-rider,94,Shapley (noisy),16.0,-0.284754,0.000000,0.781522
5,One Free-rider,94,Shapley (noisy),20.0,-0.843559,0.000000,0.981522
5,One Free-rider,95,Equal,,0.000000,0.000000,0.748854
5,One Free-rider,95,Peer,8.0,0.945481,1.000000,0.976757
5,One Free-rider,95,Instructor,12.0,0.953641,1.000000,0.992968
5,One Free-rider,95,CATME,5.0,0.960890,1.000000,0.977120
5,One Free-rider,95,Shapley (clean),0.0,0.957215,1.000000,0.998133
5,One Free-rider,95,Shapley (noisy),4.0,0.039692,0.000000,0.948854
5,One Free-rider,95,Shapley (noisy),8.0,0.718317,1.000000,0.878222
5,One Free-rider,95,Shapley (noisy),12.0,-0.631037,0.000000,0.948854
5,One Free-rider,95,Shapley (noisy),16.0,0.234705,0.000000,0.451146
5,One Free-rider,95,Shapley (noisy),20.0,0.000000,0.000000,0.748854
5,One Free-rider,96,Equal,,0.000000,0.000000,0.740555
5,One Free-rider,96,Peer,8.0,0.964971,1.000000,0.911897
5,One Free-rider,96,Instructor,12.0,0.864477,1.000000,0.953171
5,One Free-rider,96,CATME,5.0,0.937284,1.000000,0.928152
5,One Free-rider,96,Shapley (clean),0.0,0.945156,1.000000,0.990471
5,One Free-rider,96,Shapley (noisy),4.0,-0.029845,0.000000,0.459445
5,One Free-rider,96,Shapley (noisy),8.0,-0.036666,0.000000,0.859445
5,One Free-rider,96,Shapley (noisy),12.0,0.000000,0.000000,0.740555
5,One Free-rider,96,Shapley (noisy),16.0,-0.036666,0.000000,0.859445
5,One Free-rider,96,Shapley (noisy),20.0,0.128744,0.000000,0.659445
5,One Free-rider,97,Equal,,0.000000,,0.793354
5,One Free-rider,97,Peer,8.0,0.952871,,0.985608
5,One Free-rider,97,Instructor,12.0,0.774629,,0.983972
5,One Free-rider,97,CATME,5.0,0.972841,,0.984836
5,One Free-rider,97,Shapley (clean),0.0,0.972888,,0.931462
5,One Free-rider,97,Shapley (noisy),4.0,0.615336,,0.806646
5,One Free-rider,97,Shapley (noisy),8.0,0.049891,,0.806646
5,One Free-rider,97,Shapley (noisy),12.0,0.862567,,0.993354
5,One Free-rider,97,Shapley (noisy),16.0,0.049891,,0.806646
5,One Free-rider,97,Shapley (noisy),20.0,0.322887,,0.406646
5,One Free-rider,98,Equal,,0.000000,0.000000,0.775337
5,One Free-rider,98,Peer,8.0,0.956465,1.000000,0.984255
5,One Free-rider,98,Instructor,12.0,0.887040,1.000000,0.972768
5,One Free-rider,98,CATME,5.0,0.981961,1.000000,0.939868
5,One Free-rider,98,Shapley (clean),0.0,0.965923,1.000000,0.970759
5,One Free-rider,98,Shapley (noisy),4.0,-0.097611,0.000000,0.424663
5,One Free-rider,98,Shapley (noisy),8.0,0.067603,0.000000,0.624663
5,One Free-rider,98,Shapley (noisy),12.0,0.242118,0.000000,0.424663
5,One Free-rider,98,Shapley (noisy),16.0,0.242118,0.000000,0.424663
5,One Free-rider,98,Shapley (noisy),20.0,-0.577988,0.000000,0.975337
5,One Free-rider,99,Equal,,0.000000,0.000000,0.713614
5,One Free-rider,99,Peer,8.0,0.971586,1.000000,0.930196
5,One Free-rider,99,Instructor,12.0,0.987285,1.000000,0.956939
5,One Free-rider,99,CATME,5.0,0.968379,1.000000,0.941944
5,One Free-rider,99,Shapley (clean),0.0,0.973542,1.000000,0.973476
5,One Free-rider,99,Shapley (noisy),4.0,0.653848,0.000000,0.686386
5,One Free-rider,99,Shapley (noisy),8.0,-0.038737,0.000000,0.990622
5,One Free-rider,99,Shapley (noisy),12.0,0.458034,0.000000,0.686386
5,One Free-rider,99,Shapley (noisy),16.0,0.745185,0.000000,0.686386
5,One Free-rider,99,Shapley (noisy),20.0,0.000000,0.000000,0.713614
5,Two Free-riders,0,Equal,,0.000000,0.000000,0.786870
5,Two Free-riders,0,Peer,8.0,0.899485,0.500000,0.922855
5,Two Free-riders,0,Instructor,12.0,0.732722,1.000000,0.954548
5,Two Free-riders,0,CATME,5.0,0.964136,1.000000,0.971279
5,Two Free-riders,0,Shapley (clean),0.0,0.979933,1.000000,0.896660
5,Two Free-riders,0,Shapley (noisy),4.0,0.722314,0.500000,0.986870
5,Two Free-riders,0,Shapley (noisy),8.0,0.183832,0.000000,0.986870
5,Two Free-riders,0,Shapley (noisy),12.0,0.506704,0.000000,0.413130
5,Two Free-riders,0,Shapley (noisy),16.0,-0.176045,0.000000,0.613130
5,Two Free-riders,0,Shapley (noisy),20.0,-0.263624,0.000000,0.813130
5,Two Free-riders,1,Equal,,0.000000,0.000000,0.656521
5,Two Free-riders,1,Peer,8.0,0.989518,1.000000,0.833860
5,Two Free-riders,1,Instructor,12.0,0.815168,1.000000,0.881093
5,Two Free-riders,1,CATME,5.0,0.938762,1.000000,0.938780
5,Two Free-riders,1,Shapley (clean),0.0,0.958513,1.000000,0.994676
